SERVICE_ID,BL_ID,NAME,SERVICE_TYPE,BL_NAME,PHOTOURL,URL,HTML,CONTACT,HOURS,MANAGE,STATUS,ADD_ID,GLOBALID,LAT,LONG
50,570,Museum of Anthropology (MOA),attractions,,,http://www.moa.ubc.ca,,,,UBC,,AD-228,{7EBA8F9C-E443-4D6A-9CFF-741EC0EBECF7},49.2694117399113,-123.259042711351
51,046,Asian Centre,attractions,,,http://www.asia.ubc.ca,,,,UBC,,AD-106,{BF7FBD9F-C9A8-4A4F-9344-FE3CE37592D2},49.2667439500749,-123.25872648235
52,376,Frederic Wood Theatre,attractions,,,http://www.theatre.ubc.ca/index.shtml,,,,UBC,,AD-171,{16A4DFBE-07AA-4EBE-B5E1-F0A2CA77BB8B},49.2681111675154,-123.256838289076
53,402,Pacific Museum of the Earth,attractions,,,http://www.eos.ubc.ca/resources/museum/,,,,UBC,,AD-178,{9A28EB29-3AE0-4B64-823F-70C970C97DE5},49.2626732337037,-123.252433641091
54,432,UBC Tennis Centre,athletics,,,http://sportfacilities.ubc.ca/tennis-centre/,,,,Athletics,,AD-450,{24727CE2-04EE-494E-85EF-B342ACF90268},49.2597540265956,-123.244937954955
55,097,UBC Botanical Garden and Centre for Plant Research,attractions,,,http://www.botanicalgarden.ubc.ca/centre-for-plant-research,,,,UBC,,AD-120,{AF603930-B2A9-4926-B5E3-425AAC085E2B},49.2540124578448,-123.250521413777
56,344,Leon and Thea Koerner University Centre,attractions,,,http://www.library.ubc.ca/archives/facclub/welcome.html,,,,UBC,,AD-166,{7CAD9ED1-DBFB-4A60-9622-C761C4463808},49.2688726862937,-123.257138535193
58,,UBC Ropes Course,athletics,,,http://www.ubcropescourse.ca,,,,Athletics,,AD-269,{C2174933-0DA7-4225-B4BA-83BA59D37D53},49.2542194126628,-123.242797233065
59,670,UBC Farm,farmers market,,,http://ubcfarm.ubc.ca,,,,UBC,,AD-112,{6BD875C7-C113-42EE-9042-AE67FBB28F07},49.2507676234128,-123.237996055391
60,097,Greenheart Canopy Walkway,attractions,,,http://www.botanicalgarden.ubc.ca/canopy-walkway,,,,UBC,,AD-114,{8D8D8BE3-3F46-4760-97B3-7560D70E0A51},49.2496105919023,-123.244417588043
61,320,Dorothy Somerset Studio,attractions,,,http://www.theatre.ubc.ca/index.shtml,,,,UBC,,AD-163,{D57B0A7B-C11C-48FC-A7E0-267B187B438F},49.2645025964063,-123.254420950078
62,044,Old Auditorium,attractions,,,http://www.music.ubc.ca/about-us/facilities/old-auditorium.html,,,,UBC,,AD-104,{C8277C2A-2F41-44FB-8F0A-F68C06EB0006},49.2669137430925,-123.256057697036
65,,University Golf Club,athletics,,,http://www.universitygolf.com,,,,UEL,Non-UBC,AD-128,{3D8D2F34-E822-4DEA-8BDA-CBF68CCF396C},49.263951948055,-123.228769298447
81,,Lutheran Campus Centre,worship,,,,,,,UEL,Non-UBC,AD-324,{A59DCBDD-2911-4E36-B7B8-BA8033A31210},49.2667118142111,-123.24524862583
143,,University Pharmacy,pharmacy,,,,,,,UEL,Non-UBC,AD-323,{90874833-0881-4A23-9199-95AEBA511783},49.2664949397116,-123.243271738928
145,,University Drycleaners,commercial_services,,,,,,,UEL,Non-UBC,AD-323,{4CDF31A9-6F63-4677-B962-34AC7AEDAF5A},49.2666354742071,-123.242983799562
148,,Granville Island Produce At University,grocery,,,,,,,UEL,Non-UBC,AD-135,{9F4DA4F8-2234-4302-964B-EE1572F75E81},49.2657520724366,-123.243002207249
151,,Prime News,retail,,,,,,,UEL,Non-UBC,AD-135,{F26CC97C-1001-41FC-94D1-3F838ABA62CB},49.2660037909998,-123.243040199714
152,,University VIllage Medical Clinic,medical,,,,,,,UEL,Non-UBC,AD-816,{44635415-0012-4EF1-9F81-ECD603EB08ED},49.2663419013983,-123.24225499008
155,,"Dollar ""N"" Plus ",retail,,,,,,,UEL,Non-UBC,AD-816,{58997D2D-C7CA-4ECD-8E4D-0F0AE9681672},49.2660450446844,-123.242180921619
158,,Regent College,commercial_services,,,,,,,UEL,Non-UBC,AD-135,{2F17036C-1282-4564-BE5B-E6AE6F210E4D},49.2656754991981,-123.244083873478
160,,Omio Japan Restaurant ,cafe,,,,,,,UEL,Non-UBC,AD-135,{81CE9B4F-C8CE-41A1-B20F-CE49D02571B4},49.2659386594634,-123.242475021485
16,641,Caribou,child_care,,,,,,,SHHS,,AD-68,{9E7BFD48-C88B-4623-9180-6087BCD84DF6},49.2608156379227,-123.253082168792
17,205,Salal,child_care,,,,,,,SHHS,,AD-144,{15F0963C-D965-4A26-9355-D840AD7414E3},49.2599207941335,-123.235234175068
18,202,Discovery,child_care,,,,,,,SHHS,,AD-141,{4469D3FA-039C-4BED-8E33-CEB50D0872D9},49.2597972501257,-123.234420302078
19,201,Tillicum,child_care,,,,,,,SHHS,,AD-139,{6641B7AE-ABDF-4863-B0E7-3B3B80CA0BB5},49.2595511880424,-123.235096565192
20,155,Barish,child_care,,,,,,,SHHS,,AD-128,{641A79A2-F103-4962-A25B-BC92E7D20A7B},49.2609049775773,-123.234096727792
21,204,Little Raven,child_care,,,,,,,SHHS,,AD-142,{7151CA5B-644D-4EA4-8D31-E7D4CA8B2E50},49.2601048203863,-123.233761756573
22,013,Kids Club,child_care,,,,,,,SHHS,,AD-92,{99812D3B-91F5-4F16-9815-29B5E326FD99},49.26172998167,-123.23481241035
23,200,Lilliput,child_care,,,,,,,SHHS,,AD-139,{335A1DEB-4A5D-4523-B4F4-8F8928472B9B},49.2594771659101,-123.235374244359
24,203,Little Goslings,child_care,,,,,,,SHHS,,AD-141,{CFEA0350-528B-4769-AC9C-B89CFE642108},49.2598834720014,-123.234155482321
25,451,Kids Club Jr.,child_care,,,,,,,SHHS,,AD-92,{F1DEB712-E03B-4DEC-9621-052E2908BDBC},49.2618621839051,-123.235292385477
26,206,Sandpiper,child_care,,,,,,,SHHS,,AD-145,{5C888457-266D-494B-ADDA-D0753E1DACC2},49.2603294968462,-123.234800613303
27,200,Summer of '73,child_care,,,,,,,SHHS,,AD-138,{4825D4C0-C5A5-4EBE-8D25-07530E24291F},49.2594200001749,-123.235562368025
28,201,Canada Goose,child_care,,,,,,,SHHS,,AD-140,{C1272341-4840-4353-AC6E-02649C7CB862},49.2596226614475,-123.234885123785
29,207,Acadia,child_care,,,,,,,SHHS,,AD-147,{F2B868E0-BC23-4340-9836-6DEE7AE0008F},49.2608913466556,-123.234729189708
30,051,Owl at the Barn,child_care,,,,,,,SHHS,,AD-108,{C5B4FFE3-D35E-46BD-922E-BF3A2FC7D06C},49.2619289670646,-123.25112119345
31,203,Coho,child_care,,,,,,,SHHS,,AD-141,{BAB226C1-2DEA-41D0-B7E3-7BD75AB7BB5B},49.2599458524099,-123.233955047775
32,206,Auklet,child_care,,,,,,,SHHS,,AD-146,{B4427C08-A450-4D4A-9607-731C930556D9},49.2601872238172,-123.234674938145
40,790,Safewalk,campus_services,,,http://www.ams.ubc.ca/services/ams-safewalk,,,,AMS,,AD-273,{0ECA3F94-929F-497E-B110-A508CA765710},49.2664456637766,-123.249864744323
42,686,University Neighbourhoods Association,campus_services,,,http://www.myuna.ca/,,,,UNA,,AD-335,{DFAAB8E6-2D80-4C6B-964F-2E7937BE0063},49.2550134348877,-123.236231926793
43,847,TRIUMF - Canada's National Laboratory for Particle and Nuclear Physics,attractions,,,http://www.triumf.ca/,,,,Non-UBC,,AD-283,{A80441FF-E4A2-44CA-9B84-20C95AEE353E},49.2471119336379,-123.230116228853
44,476,Nitobe Memorial Garden,attractions,,,http://www.botanicalgarden.ubc.ca/nitobe,,,,UBC,,AD-201,{0873E59F-6D84-48AF-9065-D6C2E540F519},49.2661578766153,-123.259150055672
173,,Suga Sushi,cafe,,,,,,,UEL,Non-UBC,AD-323,{378EC252-AAB2-4EDD-8DC3-28D9C795B0E6},49.2666972412571,-123.24257942726
175,,Student Lucky Market,minimart,,,,,,,UEL,Non-UBC,AD-323,{03EBFC8D-4B68-4BC1-BB07-7AB18FAA7F94},49.2666140778257,-123.243084473543
180,,International Food Court,cafe,,,,,,,UEL,Non-UBC,AD-323,{CC39405B-3704-471A-BF97-3719CC109024},49.2666328854734,-123.24280917943
230,,Oven Fresh Bakery,cafe,,,,,,,UEL,Non-UBC,AD-135,{F4622511-5EE4-4B29-A153-46DE73F71132},49.2660373153125,-123.243467857309
234,,"Rasoee, the Indian Kitchen",cafe,,,,,,,UEL,Non-UBC,AD-135,{CF412011-78B7-4775-A21D-5F72FABCAA1E},49.26600975576,-123.24344481516
1,011,Acadia Park Community Centre,community_centre,,,,,,,SHHS,,AD-91,{F40650E4-6E09-4542-BD67-98547D184599},49.2626319645575,-123.237361244744
2,046,Asian Library,libraries,,,http://asian.library.ubc.ca,,,,Library,,AD-106,{BE48BFCE-FF59-4216-8AD4-F06695DA7F56},49.2667267672744,-123.258544107858
3,575,Music Library,libraries,,,http://music.library.ubc.ca,,,,Library,,AD-229,{BD335542-417A-4906-883D-EB9765A35FCD},49.2673468799838,-123.256713429988
4,337,Xwi7xwa Library,libraries,,,http://xwi7xwa.library.ubc.ca/,,,,Library,,AD-165,{76D1ACC8-E2AD-4634-A2F2-48FAD84E05B9},49.2655396742859,-123.257392702725
5,490,David Lam Management Research Library,libraries,,,http://lam.library.ubc.ca/,,,,Library,,AD-205,{AD3EB4B4-10DE-4C0D-8FDA-21D4333D150D},49.2657475348513,-123.254362175196
6,482,Law Library,libraries,,,http://www.library.ubc.ca/law,,,,Library,,AD-203,{A9544066-A67A-4337-B60D-88C752BB81C0},49.2699101858802,-123.253364581613
7,536,Woodward Library,libraries,,,http://www.library.ubc.ca/bmb/,,,,Library,,AD-220,{554CF6DE-E2AA-4C0A-A096-5E47ECA9FC95},49.2645570677765,-123.247576796932
8,234,Education Library,libraries,,,http://education.library.ubc.ca/,,,,Library,,AD-103,{6DFCC07F-EC7D-4E86-BDD8-DABC965FF7F5},49.2637956869561,-123.253356496337
9,515-1,Walter C. Koerner Library,libraries,,,http://www.library.ubc.ca/koerner,,,,Library,,AD-209,{7BD51A78-752B-4154-8840-97BAC2076CB4},49.2666545082328,-123.255131414984
10,516,Irving K Barber Learning Centre,libraries,,,http://www.ikebarberlearningcentre.ubc.ca/,,,,Library,,AD-210,{A5B99026-3D59-47A5-B912-9D206649006C},49.2675562603686,-123.252705311425
14,081,UBC Bookstore,retail,,,http://www.bookstore.ubc.ca/home,,,,UBC,,AD-116,{A6AFE9E3-DA71-415E-8E79-5C65B9839FBF},49.2653012541877,-123.250536824921
15,199,Shoppers Drug Mart,pharmacy,,,www.shoppersdrugmart.ca/,,,,Non-UBC,,AD-324,{51FD2647-B8EA-43AC-8BF2-12C223C92715},49.2660630857487,-123.245823076821
70,868,Doug Mitchell Thunderbird Sports Centre,athletics,,,http://sportfacilities.ubc.ca/dmc/,,,,Athletics,,AD-295,{544B3BB5-D634-42DF-92E2-D04C6BF379DC},49.2603456728779,-123.241978781893
71,760,Rugby Pavilion,athletics,,,,,,,Athletics,,AD-259,{82E9041E-C5EC-4BDD-90D5-11B333EC82B6},49.2586682801796,-123.244014461677
72,433,UBC Tennis Centre,athletics,,,http://sportfacilities.ubc.ca/tennis-centre/,,,,Athletics,,AD-184,{F1A48F49-68B0-40C1-9FA5-DF4B7640A3E5},49.2594386293413,-123.243418271539
73,422,Cecil Green Park Squash Court,athletics,,,http://www.ubcsquash.com,,,,Athletics,,AD-180,{69F308CE-8A01-4086-BEA2-5716333D169A},49.2714199516807,-123.257056055425
74,034,Aquatic Centre,athletics,,,http://www.aquatics.ubc.ca,,,,Athletics,,AD-102,{BC9FA489-A998-4F4D-B592-443CDE4B7A99},49.2667982281737,-123.249040311455
75,593-1,Tapestry,seniors,,,,,,,Non-UBC,,AD-235,{248DAFA5-00D1-415E-ADC9-7B538FA315EC},49.254635742181,-123.235165394045
78,802,Epiphany Chapel,worship,,,,,,,Non-UBC,,AD-71,{0CD7BCD0-0246-4ECF-849C-43437952475D},49.2715809711132,-123.252256812486
79,828,St. Mark's Parish,worship,,,,,,,Non-UBC,,AD-78,{4CD5812D-85EB-4B4B-98A0-8C22EBE47A53},49.2721606919635,-123.248942678604
82,8691,Walter Gage Residence,housing_student,,,,,,,SHHS,,AD-297,{0861AAB0-FD2F-4616-A0D4-E8F2AD0AD45D},49.2695270456689,-123.249829368633
84,544,Place Vanier Residence,housing_student,,,,,,,SHHS,,AD-19,{55A80232-E297-46F8-83C4-ACF0DA9F7416},49.2646310685097,-123.258531698581
87,540-1,Totem Park Residence Front Desk,housing_student,,,,,,,SHHS,,AD-223,{3DB10C03-013F-4A12-9CEB-18152D4117E4},49.2580297267025,-123.253011006774
89,007-0,Fairiew Crescent Residence ,housing_student,,,,,,,SHHS,,AD-898,{21721776-5742-4679-85B5-1DE594C1A027},49.2634112866889,-123.239710984817
92,697,Wesbrook Fitness Centre,athletics,,,,,,,UNA,,AD-57,{EFFD60B2-9671-41DD-A644-9A16BD5B3161},49.2541596035871,-123.237524264078
93,430,Bodyworks Fitness Centre,athletics,,,,,,,KIN,,AD-183,{DD6E170A-6178-4326-9420-1792F29CFA7C},49.260279558865,-123.2437013938
94,904,Ponderosa Commons Studio,athletics,,,,,,,Athletics,,AD-84,{3B0B7924-F7DE-4BEB-92F7-2444544240EF},49.2635278859889,-123.25568194588
96,862,UBC Baseball Indoor Training Centre,athletics,,,,,,,Athletics,,AD-308,{4E776576-D8D2-487B-BF9F-8108BCD36815},49.2562509523696,-123.239381129236
102,,Iona Green Playground,park,,,,,,,UNA,,AD-281,{0E150FE0-6F0A-494E-A83E-DC5E0223B8DF},49.2706680170095,-123.250201199293
103,,St. Andrew's Playground,park,,,,,,,UNA,,AD-304,{4A5E6226-491A-43C5-B55E-21D289295DFB},49.2699556538727,-123.251746480836
104,,East Campus Park Playground,park,,,,,,,UNA,,AD-969,{BF541156-B518-45C7-8FCC-A2E200B32E40},49.262354998809,-123.239872796918
105,,Jim Taylor Park Playground,park,,,,,,,UNA,,AD-43,{C19EFD00-7657-4F8C-852B-20603501911B},49.259230049388,-123.247873163916
106,,Eagles Park Playground,park,,,,,,,UNA,,AD-486,{55197B32-EF43-4922-BB02-9A338994B283},49.2586294306113,-123.246394807983
107,,Hawthorn Park Playground,park,,,,,,,UNA,,AD-424,{854325E2-96BC-4EAB-956C-3E00D96FF722},49.2578745703685,-123.248411543172
110,,Brockhouse Park Water Park,park,,,,,,,UNA,,AD-57,{A8B3998C-BAE1-4B21-9F4F-E2F9180FC44B},49.2537148523143,-123.237431102478
111,,Smith Park Playground,park,,,,,,,UNA,,AD-28,{D08E3B15-1BA1-42A8-9A0C-5257B5B58A38},49.2536406663154,-123.232652971252
114,795,i Campus Vision,retail,,,,,,,Non-UBC,,AD-273,{8BDC47C5-87E7-4812-B3D8-C8702F345256},49.2666831265988,-123.249954145502
116,795,Blooming Gift Shop,retail,,,,,,,Non-UBC,,AD-273,{63E10D3E-6C0D-4D45-8C9D-DEA320C0D7C9},49.2666831265988,-123.249954145502
118,795,AMS Confidential Support Services,campus_services,,,,,,,AMS,,AD-273,{3FE20FE2-C797-409C-B565-698F905F97D5},49.2664456637766,-123.249864744323
119,689,Careville Health Clinic + Pharmacy,pharmacy,,,,,,,Non-UBC,,AD-341,{1EFDEDE9-4346-47DB-99B3-435AFE6775A8},49.2547757841572,-123.235682442473
122,689,A Perfect 10 Nail Spa,commercial_services,,,,,,,Non-UBC,,AD-345,{F0A4E2D6-61DA-48E5-A3CE-0D160B76E35E},49.2545233010568,-123.235482416759
129,686,Xerox Canada,commercial_services,,,,,,,Non-UBC,,AD-335,{4B64CD46-F9CB-4CDC-B162-FA1A10196222},49.2550595222595,-123.236197013263
132,643,Campus and Community Planning,campus_services,,,,,,,UBC,,AD-247,{80C25B3D-2264-4FFD-905B-5250F846D6F0},49.262369644119,-123.253195427279
133,635,St. John Hospice,medical,,,,,,,UBC,,AD-244,{C2A027D5-7E9B-4580-8723-8FE259379A9C},49.2554566293783,-123.247461989432
134,081,Farmer's Market,farmers market,,,,,,,UBC,,AD-116,{92F80B08-5640-4CF4-8690-E338B5592F02},49.2654378667787,-123.250423741146
137,689,Roger's Chocolates,retail,,,,,,,Non-UBC,,AD-349,{90EA0B2F-EE1F-4833-A92C-0C064DFA768B},49.2546702632339,-123.236081902728
139,689,Fido,retail,,,,,,,Non-UBC,,AD-356,{DA724394-1056-49CA-85EA-453600AD3F36},49.2548427330658,-123.235831380384
197,790,Sprouts,minimart,,,,,,,Non-UBC,,AD-149,{BFE4B8C8-0EE5-49C1-B0DB-0D278BF0A450},49.2673740558951,-123.249514690738
203,199,Boulevard Coffee,cafe,,,,,,,Non-UBC,,AD-326,{7F93F0FB-6D9A-437A-9D61-13382846F176},49.2660069084128,-123.246465510267
206,463,Corner Cafe,cafe,,,,,,,Non-UBC,,AD-197,{0618732E-0567-4359-A375-74D70D78C4B8},49.2646477913172,-123.246102047761
213,797,Loafe Cafe,cafe,,,,,,,Non-UBC,,AD-274,{B586ACF4-E9CA-42B7-95CA-AAAEE29CB9FE},49.2658364267619,-123.250054060316
215,790,Manchu Wok,cafe,,,,,,,SHHS,,AD-271,{92138093-0AB1-49C1-B25B-720465D42F12},49.2673931802782,-123.249748830904
219,314,Niche Cafe,cafe,,,,,,,SHHS,,AD-161,{4D413B04-3EA3-43AE-B306-51F063F63D19},49.2630545339912,-123.25083349461
220,790,Pacific Spirit Place,cafe,,,,,,,SHHS,,AD-271,{A553B28C-5EAF-49B8-83A5-386F3E3C3628},49.2673931802782,-123.249748830904
222,490,Pizza Pizza,cafe,,,,,,,SHHS,,AD-204,{42E56EB7-6C0A-4C16-9528-6BE0F9D28104},49.265811786582,-123.254211030064
236,007-0,The Original Beanery,cafe,,,,,,,Non-UBC,,AD-929,{A6DBA211-A353-48B0-9353-45B89CD44E84},49.2635911897123,-123.239348000119
237,386,Agora Cafe,cafe,,,,,,,Non-UBC,,AD-175,{AFAB3613-9791-417E-A131-3643F7310FC4},49.2609146099315,-123.251126746156
238,606,IMS Market,minimart,,,,,,,Non-UBC,,AD-238,{B199A2D8-69B2-4AFF-9157-9497D130249E},49.261308099127,-123.246595335599
239,795,IMS Market,minimart,,,,,,,Non-UBC,,AD-273,{691F97D6-3BAE-47DD-BF0C-6C2F719CE040},49.2663384807268,-123.249566189154
240,795,Delly,cafe,,,,,,,Non-UBC,,AD-102,{3C09B67F-A730-487A-8668-B7485F1CC0F7},49.2666078368357,-123.249763560848
244,795,The Palate,cafe,,,,,,,AMS,,AD-102,{121F95DB-B66C-4399-8670-26A8F2D68F10},49.2666078368357,-123.249763560848
251,795,Soup Market,cafe,,,,,,,Non-UBC,,AD-102,{EA29B45E-1109-4544-B2AA-1D522F0B8395},49.2666078368357,-123.249763560848
252,81,Harvest,minimart,,,,,,,SHHS,,AD-87,{4E5875CF-2451-4611-9D4D-93BDAF851304},49.2639827240312,-123.255741552377
45,130,Chan Centre for the Performing Arts,attractions,,,http://www.chancentre.com,,,,UBC,,AD-124,{B5B8750C-A203-4E0D-9178-E891505F9FA9},49.2697464805389,-123.255132492208
46,872-2,Conferences & Accommodation at UBC,commercial_services,,,http://www.ubcconferences.com/,,,,SHHS,,AD-297,{5F458C0B-DD59-4CC2-B687-4E32FADC9277},49.2694389996129,-123.248641335374
47,314,Beaty Biodiversity Museum,attractions,,,http://biodiversity.ubc.ca/,,,,UBC,,AD-161,{7920610E-5A80-41F3-8AE4-4689D3AD684E},49.2633567401256,-123.251062463251
48,575,Roy Barnett Recital Hall,attractions,,,http://www.music.ubc.ca/about-us/facilities/roy-barnett-recital-hall.html,,,,UBC,,AD-229,{311BFA7E-20FB-493C-9EA2-202D9EBAB9B0},49.2674391701714,-123.256806431137
49,420,Cecil Green Park House,attractions,,,http://www.cecilgreenpark.ubc.ca,,,,UBC,,AD-180,{28312EDE-10A7-48C7-9698-E15DE76F6FB6},49.2713612660005,-123.257619100949
33,202,Sitka,child_care,,,,,,,SHHS,,AD-140,{8562AA78-09BA-42CC-8813-A2C92F091989},49.2597274955896,-123.234618933059
34,205,Kittiwake,child_care,,,,,,,SHHS,,AD-143,{FD910C39-D91A-4C91-8EDD-4A0A5A3FD2DF},49.2600757395317,-123.235338847892
35,204,Pacific Spirit,child_care,,,,,,,SHHS,,AD-142,{0D904D6D-DEAB-4161-9FBB-D4FA9DDB0269},49.2602865248542,-123.233822152556
36,770-3,Huckleberry,child_care,,,,,,,SHHS,,AD-267,{ABD87F8A-9880-476E-8AE4-57DC778922BC},49.2612244243478,-123.239112781266
262,,Chinook,child_care,,,,,,,SHHS,UEL,,{80E74D47-3D86-4F27-9718-55EE10811150},49.2618473952114,-123.233310328144
20,155,Chuva,child_care,,,,,,,SHHS,,AD-128,{2F926306-4E3F-4D57-9FE0-29B28F3771E7},49.2610767144707,-123.234278150508
20,155,Pioggia,child_care,,,,,,,SHHS,,AD-128,{926DE8F5-8A78-4B32-80EB-0459839617D3},49.2609564217664,-123.234327654225
20,155,Chuva,child_care,,,,,,,SHHS,,AD-128,{C040F48F-AB4D-4229-B06A-3DCC1DD3AD59},49.2607668069707,-123.234166193973
,,UBC Carding Office,campus_services,,,,,,,,,,{BB84A469-E2CA-4451-9C31-652D49BE018E},49.2652687586089,-123.250496752875
,,UBC Parking Services,campus_services,,,,,,,,,,{260EA451-BCAE-4817-B252-BC9BF3767F75},49.2648779824698,-123.250699029399
,,Hatch Arth Gallery,attractions,,,,,,,,,,{5DD76C3C-56ED-4008-B51E-80C376757E34},49.2665642053626,-123.249883467677
,,Royal Bank Cinema,attractions,,,,,,,,,,{F7885221-D6D6-43A9-98B8-E420D1F6E20D},49.269781481019,-123.255070913077
,,Telus Studio Theatre,attractions,,,,,,,,,,{2A7C9501-DD59-404B-B396-AB4F7850C559},49.269781481019,-123.255070913077
